percept_x1,percept_x2,object_id,object_phi_x1,object_phi_x2,cluster_id,cluster_mu_x1,cluster_mu_x2,category_id
-1.473,0.604,6,-1.139,0.969,3,-0.987,0.035,1
-0.119,-0.105,7,-0.277,0.196,1,0.141,-0.253,1
0.096,-0.162,7,-0.277,0.196,1,0.141,-0.253,1
0.084,0.129,7,-0.277,0.196,1,0.141,-0.253,1
-0.32,0.466,7,-0.277,0.196,1,0.141,-0.253,1
-0.144,0.201,7,-0.277,0.196,1,0.141,-0.253,1
-0.161,0.007,7,-0.277,0.196,1,0.141,-0.253,1
-1.007,0.122,7,-0.277,0.196,1,0.141,-0.253,1
-0.744,0.242,7,-0.277,0.196,1,0.141,-0.253,1
-0.501,0.111,7,-0.277,0.196,1,0.141,-0.253,1
-0.707,0.646,7,-0.277,0.196,1,0.141,-0.253,1
-0.606,-0.096,7,-0.277,0.196,1,0.141,-0.253,1
0.138,-0.124,7,-0.277,0.196,1,0.141,-0.253,1
-0.607,0.921,7,-0.277,0.196,1,0.141,-0.253,1
-0.823,0.314,7,-0.277,0.196,1,0.141,-0.253,1
-0.389,0.577,7,-0.277,0.196,1,0.141,-0.253,1
-0.012,0.126,7,-0.277,0.196,1,0.141,-0.253,1
0.209,-0.143,7,-0.277,0.196,1,0.141,-0.253,1
-0.689,0.124,7,-0.277,0.196,1,0.141,-0.253,1
-0.87,-0.908,8,-0.638,-0.888,1,0.141,-0.253,1
-0.864,-1.017,8,-0.638,-0.888,1,0.141,-0.253,1
-0.252,-1.3,8,-0.638,-0.888,1,0.141,-0.253,1
-0.645,-1.195,8,-0.638,-0.888,1,0.141,-0.253,1
-0.512,-1.003,8,-0.638,-0.888,1,0.141,-0.253,1
-0.596,-1.429,8,-0.638,-0.888,1,0.141,-0.253,1
-0.43,-0.426,8,-0.638,-0.888,1,0.141,-0.253,1
-0.487,0.067,8,-0.638,-0.888,1,0.141,-0.253,1
-1.268,-0.573,8,-0.638,-0.888,1,0.141,-0.253,1
-0.503,-0.486,8,-0.638,-0.888,1,0.141,-0.253,1
-0.57,-0.969,8,-0.638,-0.888,1,0.141,-0.253,1
-0.758,-1.144,8,-0.638,-0.888,1,0.141,-0.253,1
-0.751,-0.876,8,-0.638,-0.888,1,0.141,-0.253,1
-1.041,-0.786,8,-0.638,-0.888,1,0.141,-0.253,1
-0.589,-1.328,8,-0.638,-0.888,1,0.141,-0.253,1
-0.996,-1.042,8,-0.638,-0.888,1,0.141,-0.253,1
-0.689,-0.976,8,-0.638,-0.888,1,0.141,-0.253,1
-0.636,-0.981,8,-0.638,-0.888,1,0.141,-0.253,1
0.608,-0.35,9,0.289,-1.017,1,0.141,-0.253,1
-0.028,-0.786,9,0.289,-1.017,1,0.141,-0.253,1
0.566,-1.053,9,0.289,-1.017,1,0.141,-0.253,1
0.669,-0.95,9,0.289,-1.017,1,0.141,-0.253,1
0.664,-0.859,9,0.289,-1.017,1,0.141,-0.253,1
0.18,-1.224,9,0.289,-1.017,1,0.141,-0.253,1
0.603,-1.452,9,0.289,-1.017,1,0.141,-0.253,1
0.397,-0.464,9,0.289,-1.017,1,0.141,-0.253,1
0.324,-1.328,9,0.289,-1.017,1,0.141,-0.253,1
0.42,-1.242,9,0.289,-1.017,1,0.141,-0.253,1
-0.069,-1.042,9,0.289,-1.017,1,0.141,-0.253,1
0.015,-0.203,9,0.289,-1.017,1,0.141,-0.253,1
0.074,-0.862,9,0.289,-1.017,1,0.141,-0.253,1
0.312,-0.481,9,0.289,-1.017,1,0.141,-0.253,1
0.361,-1.369,9,0.289,-1.017,1,0.141,-0.253,1
0.446,-0.827,9,0.289,-1.017,1,0.141,-0.253,1
0.358,-0.928,9,0.289,-1.017,1,0.141,-0.253,1
0.901,-1.215,9,0.289,-1.017,1,0.141,-0.253,1
0.821,-0.154,10,0.717,-0.084,1,0.141,-0.253,1
0.629,-0.166,10,0.717,-0.084,1,0.141,-0.253,1
0.101,-0.326,10,0.717,-0.084,1,0.141,-0.253,1
0.062,0.693,10,0.717,-0.084,1,0.141,-0.253,1
0.696,-0.182,10,0.717,-0.084,1,0.141,-0.253,1
0.866,-0.264,10,0.717,-0.084,1,0.141,-0.253,1
0.71,-0.059,10,0.717,-0.084,1,0.141,-0.253,1
-0.08,0.16,10,0.717,-0.084,1,0.141,-0.253,1
1.506,0.339,10,0.717,-0.084,1,0.141,-0.253,1
0.357,0.652,10,0.717,-0.084,1,0.141,-0.253,1
-0.153,-0.457,10,0.717,-0.084,1,0.141,-0.253,1
0.34,-0.222,10,0.717,-0.084,1,0.141,-0.253,1
1.137,-0.213,10,0.717,-0.084,1,0.141,-0.253,1
0.981,-0.438,10,0.717,-0.084,1,0.141,-0.253,1
0.03,-0.314,10,0.717,-0.084,1,0.141,-0.253,1
0.378,0.129,10,0.717,-0.084,1,0.141,-0.253,1
1.239,-0.788,10,0.717,-0.084,1,0.141,-0.253,1
0.68,-0.28,10,0.717,-0.084,1,0.141,-0.253,1
0.85,-0.472,11,-0.107,0.19,2,-0.097,-0.028,1
-0.417,-0.489,11,-0.107,0.19,2,-0.097,-0.028,1
-0.411,0.639,11,-0.107,0.19,2,-0.097,-0.028,1
0.052,0.785,11,-0.107,0.19,2,-0.097,-0.028,1
-0.66,0.29,11,-0.107,0.19,2,-0.097,-0.028,1
0.07,-1.207,11,-0.107,0.19,2,-0.097,-0.028,1
0.64,-0.205,11,-0.107,0.19,2,-0.097,-0.028,1
0.086,0.221,11,-0.107,0.19,2,-0.097,-0.028,1
-0.367,0.218,11,-0.107,0.19,2,-0.097,-0.028,1
-0.803,0.039,11,-0.107,0.19,2,-0.097,-0.028,1
-0.176,0.386,11,-0.107,0.19,2,-0.097,-0.028,1
-0.188,0.863,11,-0.107,0.19,2,-0.097,-0.028,1
-0.631,1.097,11,-0.107,0.19,2,-0.097,-0.028,1
-0.854,0.638,11,-0.107,0.19,2,-0.097,-0.028,1
0.116,-0.324,11,-0.107,0.19,2,-0.097,-0.028,1
0.005,-0.216,11,-0.107,0.19,2,-0.097,-0.028,1
0.243,-0.382,11,-0.107,0.19,2,-0.097,-0.028,1
-0.545,0.872,11,-0.107,0.19,2,-0.097,-0.028,1
0.615,-0.327,12,0.607,-0.254,1,0.141,-0.253,1
-0.309,-1.004,12,0.607,-0.254,1,0.141,-0.253,1
0.098,-0.133,12,0.607,-0.254,1,0.141,-0.253,1
0.454,-0.432,12,0.607,-0.254,1,0.141,-0.253,1
0.674,-0.62,12,0.607,-0.254,1,0.141,-0.253,1
0.943,0.157,12,0.607,-0.254,1,0.141,-0.253,1
0.319,-0.75,12,0.607,-0.254,1,0.141,-0.253,1
1.61,-0.081,12,0.607,-0.254,1,0.141,-0.253,1
0.714,-0.401,12,0.607,-0.254,1,0.141,-0.253,1
0.485,0.319,12,0.607,-0.254,1,0.141,-0.253,1
0.886,-0.107,12,0.607,-0.254,1,0.141,-0.253,1
0.499,-0.091,12,0.607,-0.254,1,0.141,-0.253,1
-0.063,-0.356,12,0.607,-0.254,1,0.141,-0.253,1
0.805,-0.199,12,0.607,-0.254,1,0.141,-0.253,1
-0.022,-0.097,12,0.607,-0.254,1,0.141,-0.253,1
0.568,0.035,12,0.607,-0.254,1,0.141,-0.253,1
0.3,0.257,12,0.607,-0.254,1,0.141,-0.253,1
0.326,-0.201,12,0.607,-0.254,1,0.141,-0.253,1
0.999,-1.032,13,0.331,-0.352,1,0.141,-0.253,1
0.22,-0.334,13,0.331,-0.352,1,0.141,-0.253,1
0.443,-0.457,13,0.331,-0.352,1,0.141,-0.253,1
0.287,-0.061,13,0.331,-0.352,1,0.141,-0.253,1
0.206,-0.255,13,0.331,-0.352,1,0.141,-0.253,1
0.695,-0.082,13,0.331,-0.352,1,0.141,-0.253,1
0.574,0.249,13,0.331,-0.352,1,0.141,-0.253,1
-0.254,-0.184,13,0.331,-0.352,1,0.141,-0.253,1
0.706,-0.371,13,0.331,-0.352,1,0.141,-0.253,1
1.217,-0.08,13,0.331,-0.352,1,0.141,-0.253,1
0.708,-0.89,13,0.331,-0.352,1,0.141,-0.253,1
-0.184,-0.152,13,0.331,-0.352,1,0.141,-0.253,1
-0.047,0.06,13,0.331,-0.352,1,0.141,-0.253,1
0.19,-0.862,13,0.331,-0.352,1,0.141,-0.253,1
-0.329,0.012,13,0.331,-0.352,1,0.141,-0.253,1
-0.003,-0.584,13,0.331,-0.352,1,0.141,-0.253,1
0.299,-1.234,13,0.331,-0.352,1,0.141,-0.253,1
-0.213,-0.101,13,0.331,-0.352,1,0.141,-0.253,1
-0.165,1.266,14,0.103,0.405,2,-0.097,-0.028,1
0.036,0.159,14,0.103,0.405,2,-0.097,-0.028,1
0.716,0.274,14,0.103,0.405,2,-0.097,-0.028,1
0.745,-0.239,14,0.103,0.405,2,-0.097,-0.028,1
0.63,0.129,14,0.103,0.405,2,-0.097,-0.028,1
-0.19,0.407,14,0.103,0.405,2,-0.097,-0.028,1
0.333,0.611,14,0.103,0.405,2,-0.097,-0.028,1
0.2,-0.668,14,0.103,0.405,2,-0.097,-0.028,1
0.417,0.235,14,0.103,0.405,2,-0.097,-0.028,1
-0.149,0.693,14,0.103,0.405,2,-0.097,-0.028,1
0.608,0.561,14,0.103,0.405,2,-0.097,-0.028,1
-0.387,0.669,14,0.103,0.405,2,-0.097,-0.028,1
-0.293,-0.055,14,0.103,0.405,2,-0.097,-0.028,1
-0.005,0.431,14,0.103,0.405,2,-0.097,-0.028,1
0.6,1.253,14,0.103,0.405,2,-0.097,-0.028,1
0.255,-0.228,14,0.103,0.405,2,-0.097,-0.028,1
-0.159,0.482,14,0.103,0.405,2,-0.097,-0.028,1
0.222,1.079,14,0.103,0.405,2,-0.097,-0.028,1
-0.211,0.471,15,-0.65,0.039,1,0.141,-0.253,1
-0.531,-0.057,15,-0.65,0.039,1,0.141,-0.253,1
-0.277,-0.55,15,-0.65,0.039,1,0.141,-0.253,1
-1.101,0.013,15,-0.65,0.039,1,0.141,-0.253,1
-1.106,-0.18,15,-0.65,0.039,1,0.141,-0.253,1
-0.47,0.216,15,-0.65,0.039,1,0.141,-0.253,1
-1.362,-1.114,15,-0.65,0.039,1,0.141,-0.253,1
-0.393,0.017,15,-0.65,0.039,1,0.141,-0.253,1
-0.511,0.158,15,-0.65,0.039,1,0.141,-0.253,1
-0.553,0.373,15,-0.65,0.039,1,0.141,-0.253,1
-1.175,-0.306,15,-0.65,0.039,1,0.141,-0.253,1
-0.436,0.176,15,-0.65,0.039,1,0.141,-0.253,1
-0.698,0.439,15,-0.65,0.039,1,0.141,-0.253,1
-0.918,0.432,15,-0.65,0.039,1,0.141,-0.253,1
-0.522,-0.253,15,-0.65,0.039,1,0.141,-0.253,1
-0.2,0.029,15,-0.65,0.039,1,0.141,-0.253,1
-0.576,-0.063,15,-0.65,0.039,1,0.141,-0.253,1
-0.581,0.238,15,-0.65,0.039,1,0.141,-0.253,1
0.614,-1.282,16,0.206,-0.867,1,0.141,-0.253,1
0.05,-0.991,16,0.206,-0.867,1,0.141,-0.253,1
0.01,-0.835,16,0.206,-0.867,1,0.141,-0.253,1
0.731,-0.701,16,0.206,-0.867,1,0.141,-0.253,1
-0.525,-1.269,16,0.206,-0.867,1,0.141,-0.253,1
0.507,0.049,16,0.206,-0.867,1,0.141,-0.253,1
-0.051,-0.817,16,0.206,-0.867,1,0.141,-0.253,1
-0.487,-0.54,16,0.206,-0.867,1,0.141,-0.253,1
0.327,-0.128,16,0.206,-0.867,1,0.141,-0.253,1
-0.135,-1.221,16,0.206,-0.867,1,0.141,-0.253,1
0.338,-1.048,16,0.206,-0.867,1,0.141,-0.253,1
0.356,-0.922,16,0.206,-0.867,1,0.141,-0.253,1
0.605,-1.093,16,0.206,-0.867,1,0.141,-0.253,1
0.026,-1.265,16,0.206,-0.867,1,0.141,-0.253,1
0.024,-0.543,16,0.206,-0.867,1,0.141,-0.253,1
0.35,-0.598,16,0.206,-0.867,1,0.141,-0.253,1
-0.081,-0.336,16,0.206,-0.867,1,0.141,-0.253,1
0.013,-1.517,16,0.206,-0.867,1,0.141,-0.253,1
-0.889,0.16,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.98,-0.325,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.936,-0.219,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.946,-0.304,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.778,-0.378,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.783,0.061,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.38,-0.04,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.263,-0.101,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.184,0.81,17,-0.391,-0.053,2,-0.097,-0.028,1
-1.247,-0.253,17,-0.391,-0.053,2,-0.097,-0.028,1
0.291,-0.101,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.84,-0.524,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.676,-0.003,17,-0.391,-0.053,2,-0.097,-0.028,1
0.049,-0.041,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.41,0.043,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.471,0.233,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.224,0.335,17,-0.391,-0.053,2,-0.097,-0.028,1
-0.191,-0.569,17,-0.391,-0.053,2,-0.097,-0.028,1
0.788,-1.079,18,0.64,-0.33,1,0.141,-0.253,1
0.935,-0.49,18,0.64,-0.33,1,0.141,-0.253,1
0.49,-0.482,18,0.64,-0.33,1,0.141,-0.253,1
0.184,-0.753,18,0.64,-0.33,1,0.141,-0.253,1
0.713,-0.682,18,0.64,-0.33,1,0.141,-0.253,1
0.663,-0.231,18,0.64,-0.33,1,0.141,-0.253,1
0.644,0.556,18,0.64,-0.33,1,0.141,-0.253,1
0.655,-0.547,18,0.64,-0.33,1,0.141,-0.253,1
0.539,-0.485,18,0.64,-0.33,1,0.141,-0.253,1
0.702,0.185,18,0.64,-0.33,1,0.141,-0.253,1
0.223,-1.433,18,0.64,-0.33,1,0.141,-0.253,1
1.232,-0.111,18,0.64,-0.33,1,0.141,-0.253,1
0.192,0.068,18,0.64,-0.33,1,0.141,-0.253,1
-0.38,0.023,18,0.64,-0.33,1,0.141,-0.253,1
0.699,-0.078,18,0.64,-0.33,1,0.141,-0.253,1
1.424,-1.028,18,0.64,-0.33,1,0.141,-0.253,1
-0.666,0.115,18,0.64,-0.33,1,0.141,-0.253,1
1.545,-0.541,18,0.64,-0.33,1,0.141,-0.253,1
-0.461,-1.103,19,0.256,-0.863,1,0.141,-0.253,1
0.158,-0.834,19,0.256,-0.863,1,0.141,-0.253,1
1.027,-1.38,19,0.256,-0.863,1,0.141,-0.253,1
0.778,-0.878,19,0.256,-0.863,1,0.141,-0.253,1
0.13,-0.774,19,0.256,-0.863,1,0.141,-0.253,1
-0.184,-1.475,19,0.256,-0.863,1,0.141,-0.253,1
0.526,-0.532,19,0.256,-0.863,1,0.141,-0.253,1
0.046,-0.416,19,0.256,-0.863,1,0.141,-0.253,1
0.284,-0.706,19,0.256,-0.863,1,0.141,-0.253,1
-0.304,-1.039,19,0.256,-0.863,1,0.141,-0.253,1
-0.061,-1.113,19,0.256,-0.863,1,0.141,-0.253,1
0.723,0.101,19,0.256,-0.863,1,0.141,-0.253,1
0.798,-0.533,19,0.256,-0.863,1,0.141,-0.253,1
0.531,-0.903,19,0.256,-0.863,1,0.141,-0.253,1
0.018,-0.936,19,0.256,-0.863,1,0.141,-0.253,1
-0.215,-0.126,19,0.256,-0.863,1,0.141,-0.253,1
-0.476,-0.271,19,0.256,-0.863,1,0.141,-0.253,1
0.377,-0.88,19,0.256,-0.863,1,0.141,-0.253,1
0.958,-0.766,20,-0.446,-0.452,3,-0.987,0.035,1
-0.502,-1.315,20,-0.446,-0.452,3,-0.987,0.035,1
-0.466,-0.715,20,-0.446,-0.452,3,-0.987,0.035,1
-0.5,-0.194,20,-0.446,-0.452,3,-0.987,0.035,1
-1.029,-0.866,20,-0.446,-0.452,3,-0.987,0.035,1
-1.658,-0.088,20,-0.446,-0.452,3,-0.987,0.035,1
-0.042,-0.239,20,-0.446,-0.452,3,-0.987,0.035,1
-0.825,-0.434,20,-0.446,-0.452,3,-0.987,0.035,1
-0.436,-0.596,20,-0.446,-0.452,3,-0.987,0.035,1
-0.887,0.076,20,-0.446,-0.452,3,-0.987,0.035,1
0.207,-0.571,20,-0.446,-0.452,3,-0.987,0.035,1
0.02,-0.847,20,-0.446,-0.452,3,-0.987,0.035,1
0.468,0.045,20,-0.446,-0.452,3,-0.987,0.035,1
0.354,-0.263,20,-0.446,-0.452,3,-0.987,0.035,1
-0.061,-0.197,20,-0.446,-0.452,3,-0.987,0.035,1
-0.255,-0.212,20,-0.446,-0.452,3,-0.987,0.035,1
0.151,-0.014,20,-0.446,-0.452,3,-0.987,0.035,1
-0.283,-0.784,20,-0.446,-0.452,3,-0.987,0.035,1
