percept_x1,percept_x2,object_id,object_phi_x1,object_phi_x2,cluster_id,cluster_mu_x1,cluster_mu_x2,category_id
1.862,3.193,8,2.259,2.2,3,3.163,1.569,2
2.676,0.699,8,2.259,2.2,3,3.163,1.569,2
1.715,1.924,8,2.259,2.2,3,3.163,1.569,2
1.622,2.007,8,2.259,2.2,3,3.163,1.569,2
2.881,1.97,8,2.259,2.2,3,3.163,1.569,2
2.677,3.094,8,2.259,2.2,3,3.163,1.569,2
0.932,1.898,8,2.259,2.2,3,3.163,1.569,2
1.063,2.081,9,0.45,1.412,2,-0.085,0.702,2
0.88,0.831,9,0.45,1.412,2,-0.085,0.702,2
0.288,1.165,9,0.45,1.412,2,-0.085,0.702,2
0.556,0.213,9,0.45,1.412,2,-0.085,0.702,2
-0.471,2.054,9,0.45,1.412,2,-0.085,0.702,2
0.935,0.536,9,0.45,1.412,2,-0.085,0.702,2
-0.056,0.802,9,0.45,1.412,2,-0.085,0.702,2
-0.134,0.986,9,0.45,1.412,2,-0.085,0.702,2
0.366,1.994,9,0.45,1.412,2,-0.085,0.702,2
0.821,1.009,9,0.45,1.412,2,-0.085,0.702,2
1.077,1.899,9,0.45,1.412,2,-0.085,0.702,2
0.211,1.162,9,0.45,1.412,2,-0.085,0.702,2
0.897,0.84,9,0.45,1.412,2,-0.085,0.702,2
-0.2,1.153,9,0.45,1.412,2,-0.085,0.702,2
0.055,2.113,9,0.45,1.412,2,-0.085,0.702,2
-0.039,0.995,9,0.45,1.412,2,-0.085,0.702,2
0.754,1.652,9,0.45,1.412,2,-0.085,0.702,2
2.038,0.09,9,0.45,1.412,2,-0.085,0.702,2
5.795,-0.163,10,3.933,0.624,3,3.163,1.569,2
2.708,0.31,10,3.933,0.624,3,3.163,1.569,2
4.536,0.132,10,3.933,0.624,3,3.163,1.569,2
3.514,0.724,10,3.933,0.624,3,3.163,1.569,2
3.116,0.991,10,3.933,0.624,3,3.163,1.569,2
4.832,1.423,10,3.933,0.624,3,3.163,1.569,2
3.882,1.206,10,3.933,0.624,3,3.163,1.569,2
4.069,0.595,10,3.933,0.624,3,3.163,1.569,2
4.204,1.425,10,3.933,0.624,3,3.163,1.569,2
3.934,1.73,10,3.933,0.624,3,3.163,1.569,2
4.771,1.119,10,3.933,0.624,3,3.163,1.569,2
3.761,0.635,10,3.933,0.624,3,3.163,1.569,2
4.149,-0.478,10,3.933,0.624,3,3.163,1.569,2
4.234,-0.073,10,3.933,0.624,3,3.163,1.569,2
4.293,-0.326,10,3.933,0.624,3,3.163,1.569,2
3.72,0.709,10,3.933,0.624,3,3.163,1.569,2
4.244,-0.356,10,3.933,0.624,3,3.163,1.569,2
3.906,-0.69,10,3.933,0.624,3,3.163,1.569,2
1.009,0.405,11,1.162,-0.528,2,-0.085,0.702,2
1.313,-0.328,11,1.162,-0.528,2,-0.085,0.702,2
2.517,-0.761,11,1.162,-0.528,2,-0.085,0.702,2
1.529,-0.334,11,1.162,-0.528,2,-0.085,0.702,2
0.86,-0.882,11,1.162,-0.528,2,-0.085,0.702,2
1.507,-1.145,11,1.162,-0.528,2,-0.085,0.702,2
0.803,0.077,11,1.162,-0.528,2,-0.085,0.702,2
3.317,0.374,11,1.162,-0.528,2,-0.085,0.702,2
0.721,0.071,11,1.162,-0.528,2,-0.085,0.702,2
1.199,-0.917,11,1.162,-0.528,2,-0.085,0.702,2
2.884,-0.425,11,1.162,-0.528,2,-0.085,0.702,2
1.874,-1.01,11,1.162,-0.528,2,-0.085,0.702,2
1.252,-1.633,11,1.162,-0.528,2,-0.085,0.702,2
2.312,-0.929,11,1.162,-0.528,2,-0.085,0.702,2
0.756,-1.311,11,1.162,-0.528,2,-0.085,0.702,2
0.81,-0.845,11,1.162,-0.528,2,-0.085,0.702,2
0.575,-0.547,11,1.162,-0.528,2,-0.085,0.702,2
0.611,-0.302,11,1.162,-0.528,2,-0.085,0.702,2
0.605,-0.007,12,0.812,-0.328,2,-0.085,0.702,2
0.635,-0.724,12,0.812,-0.328,2,-0.085,0.702,2
0.871,-0.255,12,0.812,-0.328,2,-0.085,0.702,2
1.891,0.188,12,0.812,-0.328,2,-0.085,0.702,2
1.439,0.523,12,0.812,-0.328,2,-0.085,0.702,2
0.429,0.381,12,0.812,-0.328,2,-0.085,0.702,2
1.189,0.389,12,0.812,-0.328,2,-0.085,0.702,2
0.871,-0.254,12,0.812,-0.328,2,-0.085,0.702,2
-0.16,-0.048,12,0.812,-0.328,2,-0.085,0.702,2
-0.475,-0.379,12,0.812,-0.328,2,-0.085,0.702,2
0.689,-1.308,12,0.812,-0.328,2,-0.085,0.702,2
1.572,0.103,12,0.812,-0.328,2,-0.085,0.702,2
1.318,0.464,12,0.812,-0.328,2,-0.085,0.702,2
1.084,-1.304,12,0.812,-0.328,2,-0.085,0.702,2
0.886,0.458,12,0.812,-0.328,2,-0.085,0.702,2
1.533,-1.798,12,0.812,-0.328,2,-0.085,0.702,2
1.29,-0.346,12,0.812,-0.328,2,-0.085,0.702,2
0.92,-0.192,12,0.812,-0.328,2,-0.085,0.702,2
0.515,0.022,13,0.069,0.131,2,-0.085,0.702,2
-0.256,0.66,13,0.069,0.131,2,-0.085,0.702,2
0.166,0.504,13,0.069,0.131,2,-0.085,0.702,2
0.086,-0.001,13,0.069,0.131,2,-0.085,0.702,2
-0.463,-0.213,13,0.069,0.131,2,-0.085,0.702,2
0.182,0.055,13,0.069,0.131,2,-0.085,0.702,2
-0.345,-0.232,13,0.069,0.131,2,-0.085,0.702,2
0.964,0.109,13,0.069,0.131,2,-0.085,0.702,2
-0.373,0.106,13,0.069,0.131,2,-0.085,0.702,2
0.655,1.01,13,0.069,0.131,2,-0.085,0.702,2
-0.602,-0.203,13,0.069,0.131,2,-0.085,0.702,2
0.039,0.485,13,0.069,0.131,2,-0.085,0.702,2
-0.121,-0.724,13,0.069,0.131,2,-0.085,0.702,2
0.55,0.834,13,0.069,0.131,2,-0.085,0.702,2
0.232,0.948,13,0.069,0.131,2,-0.085,0.702,2
0.92,0.11,13,0.069,0.131,2,-0.085,0.702,2
0.315,0.454,13,0.069,0.131,2,-0.085,0.702,2
0.403,-0.938,13,0.069,0.131,2,-0.085,0.702,2
0.692,0.533,14,0.22,1.694,2,-0.085,0.702,2
0.467,1.8,14,0.22,1.694,2,-0.085,0.702,2
-0.508,2.178,14,0.22,1.694,2,-0.085,0.702,2
0.836,0.367,14,0.22,1.694,2,-0.085,0.702,2
0.842,1.062,14,0.22,1.694,2,-0.085,0.702,2
-0.468,1.812,14,0.22,1.694,2,-0.085,0.702,2
0.458,1.431,14,0.22,1.694,2,-0.085,0.702,2
0.18,2.09,14,0.22,1.694,2,-0.085,0.702,2
-0.085,2.04,14,0.22,1.694,2,-0.085,0.702,2
0.681,2.648,14,0.22,1.694,2,-0.085,0.702,2
0.239,1.002,14,0.22,1.694,2,-0.085,0.702,2
0.9,1.242,14,0.22,1.694,2,-0.085,0.702,2
0.31,1.785,14,0.22,1.694,2,-0.085,0.702,2
0.551,1.882,14,0.22,1.694,2,-0.085,0.702,2
0.283,1.729,14,0.22,1.694,2,-0.085,0.702,2
-0.671,2.434,14,0.22,1.694,2,-0.085,0.702,2
0.119,2.039,14,0.22,1.694,2,-0.085,0.702,2
-0.536,0.724,14,0.22,1.694,2,-0.085,0.702,2
-0.594,-0.132,15,-0.24,0.352,2,-0.085,0.702,2
0.011,0.236,15,-0.24,0.352,2,-0.085,0.702,2
-1.146,0.243,15,-0.24,0.352,2,-0.085,0.702,2
-0.359,-0.49,15,-0.24,0.352,2,-0.085,0.702,2
-0.238,-0.057,15,-0.24,0.352,2,-0.085,0.702,2
-0.604,1.166,15,-0.24,0.352,2,-0.085,0.702,2
-0.753,1.003,15,-0.24,0.352,2,-0.085,0.702,2
-0.389,0.677,15,-0.24,0.352,2,-0.085,0.702,2
-1.261,0.489,15,-0.24,0.352,2,-0.085,0.702,2
0.032,0.411,15,-0.24,0.352,2,-0.085,0.702,2
0.166,-0.267,15,-0.24,0.352,2,-0.085,0.702,2
-0.199,0.372,15,-0.24,0.352,2,-0.085,0.702,2
-0.799,1.422,15,-0.24,0.352,2,-0.085,0.702,2
-0.473,0.313,15,-0.24,0.352,2,-0.085,0.702,2
-0.198,0.03,15,-0.24,0.352,2,-0.085,0.702,2
0.114,-0.528,15,-0.24,0.352,2,-0.085,0.702,2
0.279,0.192,15,-0.24,0.352,2,-0.085,0.702,2
-0.285,-0.028,15,-0.24,0.352,2,-0.085,0.702,2
-1.084,-0.65,16,-0.9,1.027,2,-0.085,0.702,2
0.272,0.568,16,-0.9,1.027,2,-0.085,0.702,2
-0.863,0.396,16,-0.9,1.027,2,-0.085,0.702,2
-0.74,0.723,16,-0.9,1.027,2,-0.085,0.702,2
-0.273,1.741,16,-0.9,1.027,2,-0.085,0.702,2
-1.08,1.407,16,-0.9,1.027,2,-0.085,0.702,2
-1.025,0.283,16,-0.9,1.027,2,-0.085,0.702,2
-1.402,0.179,16,-0.9,1.027,2,-0.085,0.702,2
-0.649,2.324,16,-0.9,1.027,2,-0.085,0.702,2
-0.786,1.877,16,-0.9,1.027,2,-0.085,0.702,2
-0.054,1.249,16,-0.9,1.027,2,-0.085,0.702,2
-2.054,1.248,16,-0.9,1.027,2,-0.085,0.702,2
-1.638,0.639,16,-0.9,1.027,2,-0.085,0.702,2
-1.418,1.681,16,-0.9,1.027,2,-0.085,0.702,2
-0.394,1.627,16,-0.9,1.027,2,-0.085,0.702,2
-0.663,0.858,16,-0.9,1.027,2,-0.085,0.702,2
0.305,0.129,16,-0.9,1.027,2,-0.085,0.702,2
-1.347,1.168,16,-0.9,1.027,2,-0.085,0.702,2
0.108,-0.014,17,-0.654,0.767,2,-0.085,0.702,2
-0.733,1.171,17,-0.654,0.767,2,-0.085,0.702,2
-0.705,-0.138,17,-0.654,0.767,2,-0.085,0.702,2
-1.396,0.166,17,-0.654,0.767,2,-0.085,0.702,2
-0.002,1.051,17,-0.654,0.767,2,-0.085,0.702,2
-0.167,-0.294,17,-0.654,0.767,2,-0.085,0.702,2
-0.827,1.499,17,-0.654,0.767,2,-0.085,0.702,2
-0.116,-0.077,17,-0.654,0.767,2,-0.085,0.702,2
-1.488,0.033,17,-0.654,0.767,2,-0.085,0.702,2
-1.366,0.765,17,-0.654,0.767,2,-0.085,0.702,2
-0.637,0.536,17,-0.654,0.767,2,-0.085,0.702,2
-0.834,0.928,17,-0.654,0.767,2,-0.085,0.702,2
-0.572,-0.052,17,-0.654,0.767,2,-0.085,0.702,2
-1.271,-0.417,17,-0.654,0.767,2,-0.085,0.702,2
-1.971,0.07,17,-0.654,0.767,2,-0.085,0.702,2
-0.305,1.334,17,-0.654,0.767,2,-0.085,0.702,2
-1.444,1.061,17,-0.654,0.767,2,-0.085,0.702,2
0.19,0.45,17,-0.654,0.767,2,-0.085,0.702,2
-2.027,2.179,18,-1.77,1.153,2,-0.085,0.702,2
-2.481,1.8,18,-1.77,1.153,2,-0.085,0.702,2
-2.112,2.032,18,-1.77,1.153,2,-0.085,0.702,2
-1.88,1.1,18,-1.77,1.153,2,-0.085,0.702,2
-1.169,1.641,18,-1.77,1.153,2,-0.085,0.702,2
-1.276,0.17,18,-1.77,1.153,2,-0.085,0.702,2
-2.508,0.757,18,-1.77,1.153,2,-0.085,0.702,2
-2.686,1.332,18,-1.77,1.153,2,-0.085,0.702,2
-1.649,0.749,18,-1.77,1.153,2,-0.085,0.702,2
-2.927,1.376,18,-1.77,1.153,2,-0.085,0.702,2
-1.713,1.283,18,-1.77,1.153,2,-0.085,0.702,2
-1.621,1.583,18,-1.77,1.153,2,-0.085,0.702,2
-2.542,1.586,18,-1.77,1.153,2,-0.085,0.702,2
-2.221,1.269,18,-1.77,1.153,2,-0.085,0.702,2
-1.8,0.7,18,-1.77,1.153,2,-0.085,0.702,2
-1.35,1.247,18,-1.77,1.153,2,-0.085,0.702,2
-2.169,1.29,18,-1.77,1.153,2,-0.085,0.702,2
-2.313,1.813,18,-1.77,1.153,2,-0.085,0.702,2
3.365,1.381,19,1.88,0.518,2,-0.085,0.702,2
1.691,0.607,19,1.88,0.518,2,-0.085,0.702,2
1.864,-0.31,19,1.88,0.518,2,-0.085,0.702,2
2.001,0.406,19,1.88,0.518,2,-0.085,0.702,2
1.78,0.681,19,1.88,0.518,2,-0.085,0.702,2
1.635,-0.147,19,1.88,0.518,2,-0.085,0.702,2
1.606,0.33,19,1.88,0.518,2,-0.085,0.702,2
2.853,0.897,19,1.88,0.518,2,-0.085,0.702,2
1.547,0.814,19,1.88,0.518,2,-0.085,0.702,2
0.963,0.195,19,1.88,0.518,2,-0.085,0.702,2
2.135,0.879,19,1.88,0.518,2,-0.085,0.702,2
2.573,1.061,19,1.88,0.518,2,-0.085,0.702,2
2.014,0.059,19,1.88,0.518,2,-0.085,0.702,2
2.242,1.478,19,1.88,0.518,2,-0.085,0.702,2
1.504,-0.189,19,1.88,0.518,2,-0.085,0.702,2
1.191,0.887,19,1.88,0.518,2,-0.085,0.702,2
1.38,0.552,19,1.88,0.518,2,-0.085,0.702,2
3.064,0.103,19,1.88,0.518,2,-0.085,0.702,2
3.196,0.789,20,2.256,1.351,3,3.163,1.569,2
3.353,-0.186,20,2.256,1.351,3,3.163,1.569,2
2.436,1.106,20,2.256,1.351,3,3.163,1.569,2
2.729,1.226,20,2.256,1.351,3,3.163,1.569,2
1.203,2.178,20,2.256,1.351,3,3.163,1.569,2
1.073,0.209,20,2.256,1.351,3,3.163,1.569,2
1.956,1.077,20,2.256,1.351,3,3.163,1.569,2
2.592,1.064,20,2.256,1.351,3,3.163,1.569,2
2.915,2.066,20,2.256,1.351,3,3.163,1.569,2
3.088,2.109,20,2.256,1.351,3,3.163,1.569,2
1.693,3.224,20,2.256,1.351,3,3.163,1.569,2
2.778,1.192,20,2.256,1.351,3,3.163,1.569,2
2.428,1.239,20,2.256,1.351,3,3.163,1.569,2
2.541,1.493,20,2.256,1.351,3,3.163,1.569,2
3.086,1.335,20,2.256,1.351,3,3.163,1.569,2
2.823,1.313,20,2.256,1.351,3,3.163,1.569,2
1.913,2.224,20,2.256,1.351,3,3.163,1.569,2
3.081,1.639,20,2.256,1.351,3,3.163,1.569,2
